1.550000000000000000e+02 1.829580913119152541e+01 7.627312637892902369e-02
1.550000000000000000e+02 1.901795008880774063e+01 8.317981010977748557e-02
1.550000000000000000e+02 1.719943932861944091e+01 5.033683538189581697e-02
1.550000000000000000e+02 1.706772584674718374e+01 2.624160663625541012e-02
1.550000000000000000e+02 1.700454631528376481e+01 2.994137801004492783e-02
1.550000000000000000e+02 1.777208517006475930e+01 1.757720380279703676e-02
1.550000000000000000e+02 1.721705694586378854e+01 1.929770654351115056e-02
1.550000000000000000e+02 1.728790767218866264e+01 4.051355948638102333e-02
1.550000000000000000e+02 1.710018886622320977e+01 1.141013173548688364e-02
1.550000000000000000e+02 1.801001627287759987e+01 1.868526139301396327e-02
1.550000000000000000e+02 1.779523723940955193e+01 3.972893592507042992e-02
1.550000000000000000e+02 1.742415175306754094e+01 2.611768792759050495e-02
1.550000000000000000e+02 1.713466038510294709e+01 3.951947447250203638e-02
1.550000000000000000e+02 1.737296623223015501e+01 3.736116371812558956e-02
1.550000000000000000e+02 1.726438161469477706e+01 3.076802529610278558e-02
1.550000000000000000e+02 1.855152118943778916e+01 7.013945928819143028e-02
1.550000000000000000e+02 1.786317444257430154e+01 3.285925990187910095e-02
1.550000000000000000e+02 1.757600083632948795e+01 5.877840309060522461e-02
1.550000000000000000e+02 1.747236742060087522e+01 4.131754280082711173e-02
1.550000000000000000e+02 1.724590350670484540e+01 2.230074782014823676e-02
1.550000000000000000e+02 1.675455028621162512e+01 2.576684791740280200e-02
1.550000000000000000e+02 1.712051924780785228e+01 1.982827786953067495e-02
1.550000000000000000e+02 1.727042461166309550e+01 3.014170250480108226e-02
1.550000000000000000e+02 1.690140494055257037e+01 1.584868629495206349e-02
1.550000000000000000e+02 1.676633691412364158e+01 2.048853599519495639e-02
1.550000000000000000e+02 1.734891034112106212e+01 4.089691889539348590e-02
1.550000000000000000e+02 1.745275143693687525e+01 3.851689902773247631e-02
1.550000000000000000e+02 1.779925606216890444e+01 4.590430432550851592e-02
1.550000000000000000e+02 1.732047021143464249e+01 1.504591958153211895e-02
1.550000000000000000e+02 1.729234038628598924e+01 1.525500633315446386e-02
1.550000000000000000e+02 1.726215614724330649e+01 1.612722216808970543e-02
1.550000000000000000e+02 1.743084627108018125e+01 2.718127093976874242e-02
1.550000000000000000e+02 1.683458588857590854e+01 4.422789023536510822e-02
1.550000000000000000e+02 1.674770249727630755e+01 9.970501258207087325e-03
1.550000000000000000e+02 1.721481583404985827e+01 2.676852397580697929e-02
